ano,sentenca,cluster
1829,os roseos labios da virgem nao se abriram mais para que ela colhesse entre eles a polpa da fruta ou a papa do milho verde nem a doce mao a afaga uma so vez alisando a penugem dourada da cabeça,0
1829,a boca do guerreiro pousou na boca mimosa da virgem,0
1829,a virgem suspirou a tarde e a tristeza do sol,0
1829,a virgem pousou a mao de leve no punho da rede de araken,0
1829,a tua rede virgem dos tabajaras sera minha companheira no deserto venha embora o vento frio da noite ela guardara para o estrangeiro o calor e o perfume do seio de iracema,0
1829,a virgem veio para ele guerreiro que levas o sono de meus olhos leva a minha rede tambem,0
1829,é o grito de alegria do guerreiro cauby disse a virgem,0
1829,a palavra tremia em seu labio o estrangeiro partira para para que o sossego volte ao seio da virgem,0
1829,a virgem dos olhos azuis e dos cabelos do sol guarda para seu guerreiro na taba dos brancos o mel da açucena,0
1829,deve respondeu a virgem como um echo,0
1829,mas nunca fora do combate eles deixaram aberto o comocim da virgem na taba de seu hospede,0
1829,o guerreiro que possuisse a virgem de tupan morreria,0
1829,o mancebo murmurou teu hospede fica virgem dos olhos negros ele fica para ver abrir em tuas faces a flor da alegria e para colher como a abelha o mel de teus labios,0
1829,martim amparou o corpo tremulo da virgem ela reclinou languida sobre o peito do guerreiro como o tenro pampano da baunilha que enlaça o rijo galho do anjico,0
1829,nao tinha sorrisos nem cores a virgem indiana nao tem borbulhas nem rosas a acacia que o sol crestou nao tem azul nem estrelas a noite que enlutam os ventos,0
1829,a saida do bosque sagrado encontrou iracema a virgem reclinava num tronco aspero do arvoredo tinha os olhos no chao o sangue fugira das faces o coraçao lhe tremia nos labios como gota de orvalho nas folhas do bambu,0
1829,o amor de iracema e como o vento dos arais mata a flor das arvores suspirou a virgem,0
1829,a virgem sempre alerta volveu para o cristao adormecido e velou o resto da noite a seu lado,0
1829,a virgem retraiu de um salto o avanço que tomara e vibrou o arco,0
1829,a pupila negra da virgem cintilou na treva e de seu labio borbulhou como gotas do leite caustico da euforbia um sorriso de despreso nunca iracema daria seu seio que o espirito de tupan habita ao guerreiro mais vil dos guerreiros tabajaras,0
1829,a virgem referia os sucessos da tarde avistando a figura sinistra de irapuam saltou sobre o arco e uniuse flanco do jovem guerreiro branco,0
1829,a proteçao de que o cercava a ele guerreiro a virgem tabajara o desgostava,0
1829,o estrangeiro foi quem ofendeu a tupan roubando a sua virgem que guarda os sonhos da jurema,0
1829,nesse instante como se o deus do trovao ouvisse as palavras de sua virgem o antro mudo em principio retroou surdamente ouve,0
